,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
1909,0,Yes,Yes,7,Yes,No,No,No,No,No,No,One year,No,Others,20.65,0
6627,0,Yes,No,59,Yes,No,No,No,No,No,No,One year,No,Others,20.35,0
2852,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,85.9,0
190,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,One year,Yes,Others,71.9,0
6271,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Electronic check,85.9,0
1468,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Yes,Others,92.3,0
1205,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,1
5639,0,No,No,6,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.65,0
6505,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Others,59.8,0
6512,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.9,0
4997,1,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,1
3278,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Two year,Yes,Others,79.4,0
6604,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,0
3467,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,91.4,1
5203,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Others,70.7,0
1129,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,86.05,0
302,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,0
988,0,No,Yes,27,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.15,0
6602,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,96.35,0
310,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.25,0
7029,1,No,No,6,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,0
1653,0,Yes,No,58,Yes,No,No,No,No,No,No,Two year,No,Others,20.75,0
6382,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.05,0
3366,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,93.8,0
2334,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,85.05,0
5758,0,No,No,22,Yes,No,No,No,No,No,No,One year,No,Others,20.3,0
878,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,64.75,0
5381,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,1
4607,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,59.55,0
1990,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.75,1
4249,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,One year,Yes,Others,65.9,0
3118,0,No,No,44,Yes,No,No,No,No,No,No,One year,No,Others,19.5,0
475,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.25,1
2309,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,Yes,Others,90.45,0
121,0,No,No,6,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.7,0
6720,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.1,0
54,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Yes,Others,74.85,0
354,1,No,No,21,No,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.9,1
2275,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,1
6913,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,108.75,0
1086,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,89.7,1
4535,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.05,1
3685,0,Yes,No,50,No,No,DSL,Yes,No,No,Yes,One year,Yes,Others,44.45,0
6864,1,No,No,3,No,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,25.3,1
4730,1,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Others,96.6,0
2501,0,Yes,Yes,72,Yes,No,No,No,No,No,No,Two year,No,Electronic check,20.35,0
3354,0,No,No,54,No,No,DSL,Yes,No,No,Yes,One year,No,Others,44.1,0
1140,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,88.95,0
5805,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Others,66.4,0
4334,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,0
2600,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,70.1,0
6979,0,No,Yes,1,No,No,DSL,No,No,No,No,Month-to-month,No,Others,24.2,0
635,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.5,1
1431,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,One year,Yes,Others,64.85,0
6340,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Others,96.9,0
1473,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,1
2849,0,No,No,12,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.3,0
5052,0,No,Yes,18,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.65,0
648,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,89.5,1
2218,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Others,82.0,0
4793,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,One year,Yes,Others,99.25,0
80,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1
5212,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,No,Two year,No,Others,38.5,0
5913,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Others,87.15,0
402,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,99.45,1
872,0,No,Yes,66,Yes,No,No,No,No,No,No,Two year,No,Others,19.95,0
1568,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,0
3498,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.2,1
2384,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,91.05,0
3626,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Others,55.3,0
5655,0,No,No,65,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.1,0
6241,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.15,1
1358,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,70.15,0
1292,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Others,84.5,0
3252,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,One year,Yes,Others,62.1,0
1070,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,69.75,1
3905,0,No,No,3,No,No,DSL,No,No,No,No,Month-to-month,No,Others,35.2,1
4753,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,80.85,1
1900,0,Yes,Yes,4,Yes,No,No,No,No,No,No,Two year,No,Others,19.9,0
2013,0,No,Yes,31,Yes,No,No,No,No,No,No,One year,No,Others,20.1,0
6564,0,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.05,0
4109,0,No,No,2,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,1
6905,0,No,Yes,30,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,0
3310,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.45,1
2462,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Others,70.45,0
1760,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,One year,No,Others,54.9,0
6776,1,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Others,79.95,0
2268,0,No,No,40,Yes,No,No,No,No,No,No,Two year,Yes,Others,20.6,0
4383,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Others,80.0,0
6789,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.2,1
702,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.9,0
1827,0,Yes,Yes,45,No,No,DSL,Yes,No,No,No,Month-to-month,Yes,Others,50.9,0
4360,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,89.45,0
4244,0,Yes,Yes,46,Yes,No,No,No,No,No,No,Two year,No,Others,19.75,0
3962,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.55,1
2988,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Electronic check,109.65,0
1726,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,49.9,0
6559,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,0
5172,0,No,No,54,Yes,No,No,No,No,No,No,Two year,No,Others,20.0,0
5720,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Others,104.05,0
89,0,Yes,No,29,No,No,DSL,No,No,No,No,Month-to-month,No,Others,33.75,0
1414,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.5,0
5393,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,1
1275,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,Two year,No,Others,56.8,0
2523,0,Yes,Yes,47,Yes,No,No,No,No,No,No,Two year,No,Others,20.25,0
5547,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,89.45,1
3095,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,84.8,0
430,0,Yes,Yes,61,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.4,1
5939,0,No,No,18,No,No,DSL,Yes,No,Yes,No,Month-to-month,No,Others,33.6,0
1247,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Others,83.15,0
1364,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,85.5,0
6294,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.7,1
2322,0,No,Yes,49,Yes,No,No,No,No,No,No,Two year,No,Others,20.45,0
1614,0,Yes,No,67,No,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Others,50.95,0
649,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,70.0,0
387,0,No,No,42,No,No,DSL,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.75,0
2636,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,113.0,0
5345,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.8,1
1316,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.95,0
332,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Others,94.9,0
2181,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Yes,Others,84.15,0
3589,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Others,59.7,0
319,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Others,91.5,0
2685,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,No,Others,100.65,0
2049,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,85.4,0
3673,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.75,1
2898,0,No,No,6,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,63.4,0
1859,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.35,1
4013,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Others,54.35,0
1008,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Others,99.55,1
3694,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Others,108.75,1
6592,0,No,No,26,Yes,No,DSL,No,No,No,Yes,One year,No,Others,59.45,0
2627,0,No,No,33,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.7,0
947,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,91.35,0
6358,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Others,80.45,0
5019,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.6,0
1530,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Others,90.0,1
3898,0,No,No,48,Yes,Yes,No,No,No,No,No,One year,No,Others,25.05,0
3145,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,76.65,1
5009,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Others,115.8,0
1344,0,Yes,No,28,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.5,0
4990,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,45.5,0
2829,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,1
4755,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,91.25,0
1840,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,No,Others,108.65,1
1642,0,Yes,No,29,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.85,0
1424,0,No,Yes,48,Yes,No,No,No,No,No,No,One year,No,Others,19.95,0
1257,1,No,No,45,No,No,DSL,No,No,No,No,One year,No,Electronic check,34.2,0
825,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,89.45,1
3285,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Others,69.2,0
1123,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,One year,Yes,Others,61.6,0
5303,0,No,Yes,43,No,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.45,0
971,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Others,93.85,0
5359,1,No,No,10,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.65,1
4899,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Others,84.05,1
490,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Others,104.8,0
5057,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,0
3308,0,Yes,No,15,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.2,0
352,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,89.15,0
2255,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Others,51.2,0
2360,0,Yes,Yes,62,Yes,No,No,No,No,No,No,Two year,No,Others,20.05,0
95,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.95,1
260,1,No,No,3,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.15,1
6310,0,No,No,60,No,No,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,44.45,0
6711,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,98.35,0
667,0,No,No,49,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,30.2,0
4030,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,51.0,0
720,0,Yes,Yes,2,Yes,No,No,No,No,No,No,One year,No,Others,20.2,0
6929,0,No,Yes,25,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.05,0
4620,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,115.8,0
5247,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,94.55,1
3801,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.45,1
2058,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,86.65,0
4962,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Others,74.55,0
5530,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Others,92.15,0
3294,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,69.1,1
3664,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,50.8,0
665,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,74.75,0
6694,0,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Others,76.15,0
4112,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Others,99.45,0
3784,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.4,1
6354,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,No,Others,93.7,0
913,0,No,No,12,Yes,No,No,No,No,No,No,One year,No,Others,20.05,0
4485,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,91.7,0
3919,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,93.55,1
1134,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,81.95,0
425,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Others,51.65,0
2062,0,No,No,66,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.15,0
4916,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,79.55,0
6666,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,0
4466,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.9,1
2772,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Others,74.0,0
2940,1,No,No,53,No,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.45,1
5284,1,No,No,5,No,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,45.7,1
630,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Others,110.75,1
6828,0,Yes,Yes,8,Yes,No,No,No,No,No,No,Two year,No,Others,19.05,0
6876,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.3,0
4624,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.7,1
6127,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,No,Others,109.8,0
785,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Electronic check,110.0,1
6327,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Others,91.25,0
5365,0,No,Yes,62,Yes,No,No,No,No,No,No,Two year,No,Others,20.0,0
880,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1
321,0,Yes,Yes,72,No,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,0
4602,0,No,No,67,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,26.1,0
3492,0,No,No,3,No,No,DSL,No,Yes,No,No,Month-to-month,No,Others,29.2,0
5464,0,No,No,25,Yes,No,No,No,No,No,No,Two year,Yes,Others,20.75,0
959,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.1,0
4849,0,No,No,41,No,No,DSL,No,No,Yes,No,One year,Yes,Electronic check,51.35,0
2303,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.8,1
2012,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.75,1
4678,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,94.2,1
5323,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Others,105.2,0
6971,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Others,99.75,1
6842,0,No,No,13,Yes,No,No,No,No,No,No,One year,Yes,Others,19.95,0
631,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,No,Others,55.0,0
1932,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.2,0
2871,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,86.1,1
4566,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,100.3,0
3680,0,Yes,No,9,No,No,DSL,No,No,No,Yes,Month-to-month,No,Others,40.65,1
2961,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Others,53.75,0
4309,0,No,No,22,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.6,0
1028,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,83.75,1
3346,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.05,0
222,0,Yes,Yes,1,Yes,No,No,No,No,No,No,One year,Yes,Electronic check,20.2,0
255,0,Yes,Yes,67,No,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,0
5166,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,No,Electronic check,104.0,0
6183,0,Yes,Yes,44,No,No,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,54.3,0
6362,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,74.9,0
5197,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,0
2439,0,Yes,Yes,17,Yes,No,No,No,No,No,No,One year,No,Others,19.9,0
2406,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.25,1
5948,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,No,Others,84.6,0
3847,0,No,No,10,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.0,0
4155,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,117.35,0
2484,0,Yes,Yes,12,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.5,0
4298,0,No,No,10,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,46.0,0
6821,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Others,99.85,1
5338,0,Yes,No,37,No,No,DSL,Yes,No,No,Yes,Two year,No,Electronic check,45.4,0
1225,0,Yes,No,16,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.95,1
6752,0,No,No,12,No,No,DSL,Yes,No,Yes,Yes,Two year,No,Others,49.85,0
3701,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,Two year,No,Electronic check,24.5,0
6915,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,97.85,0
1471,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Others,88.65,0
3634,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,113.8,0
5824,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Two year,No,Others,79.85,0
2002,0,No,No,54,No,No,DSL,Yes,No,No,Yes,Two year,No,Others,45.2,0
6678,0,No,Yes,19,Yes,No,No,No,No,No,No,Two year,No,Others,20.85,0
6901,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No,One year,Yes,Others,68.95,0
3828,0,Yes,No,65,Yes,No,No,No,No,No,No,Two year,No,Others,19.35,0
1481,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,65.1,0
506,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,78.0,0
5262,0,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,One year,No,Others,68.7,0
5392,0,Yes,Yes,63,No,No,DSL,No,Yes,Yes,Yes,Two year,No,Others,39.35,0
4824,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Others,97.25,0
2129,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,1
397,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,73.95,1
6961,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,75.4,1
2005,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,One year,No,Others,100.45,1
1010,0,No,No,3,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Others,50.15,0
3557,1,No,No,33,No,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Others,59.45,0
